,tweets,likes,time,politician_id,language,translated_tweets
1255,"COLOMBIE: Alerte internationale urgente pour la paix et la démocratie

Alors qu'en Colombie le cessez-le-feu...",0,2016-11-21 17:03:33+00:00,CarloSommaruga,"((0, 112, 'FRENCH', 'fr'),)",COLOMBIA: Urgent international alert for peace and democracy While in Colombia the ceasefire...
1256,impossible de lire votre lien. Twitter le bloque. Motif: lien dangereux! Révélateur !,0,2016-11-21 12:53:27+00:00,CarloSommaruga,"((0, 87, 'FRENCH', 'fr'),)",You can't read your link. Twitter blocks it. Reason: dangerous link! Revealer!
1257,"Plus l'Europe laissera Erdogan renforcer son fol projet nationalo-islamico-autoritaire, plus elle devra faire face aux réfugiés turcs!",4,2016-11-21 12:29:19+00:00,CarloSommaruga,"((0, 136, 'FRENCH', 'fr'),)","The more Europe will let Erdogan strengthen its national-Islamic-authoritarian project, the more it will have to deal with Turkish refugees!"
1258,Airbnb veut négocier avec 700 villes des accords sur taxe de séjour. Que les cantons suisses se mobilisent !,0,2016-11-21 11:57:06+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)",Airbnb wants to negotiate tourist tax agreements with 700 cities. Let the Swiss cantons mobilize!
1259,"Cher Ami, rappelle-toi que même sans   c'est  tous les jours !",0,2016-11-21 09:19:44+00:00,CarloSommaruga,"((0, 63, 'FRENCH', 'fr'),)","Dear Friend, remember that even without it is every day!"
1260,nous dit: Responsabilités d'entreprise et publique sont notre ADN. Les 90 Mio d'amende USA c'est quoi ?,0,2016-11-21 09:10:44+00:00,CarloSommaruga,"((0, 104, 'FRENCH', 'fr'),)",Tell us: Corporate and public responsibilities are our DNA. What is the 90 million US fine?
1261,"Les Suisses sont les plus riches. On le savait. Le scoop c'est de parler de concentration de la fortune! En CH, l'indice Gini est de 0,846!",5,2016-11-20 11:52:51+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)","The Swiss are the richest. We knew it. The scoop is to talk about concentration of fortune! In CH, the Gini index is 0.846!"
1262,Nationalrat Carlo Sommaruga ist neuer Präsident des Mieterverbandes,4,2016-11-19 16:37:16+00:00,CarloSommaruga,"((0, 68, 'GERMAN', 'de'),)",National Councillor Carlo Sommaruga is new president of the Tenant Association
1263,Je remercie toutes et tous les délégué-e-s de l'ASLOCA Suisse pour la confiance qu'ils me témoignent en m'ayant...,2,2016-11-19 14:55:41+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",I thank all the delegates of ASLOCA Switzerland for the trust they have shown me by having...
1264,Présidence ASLOCA Suisse: Je remercie les délégués de leur confiance. Un défi que je relève avec détermination dans l'intérêt des locataires,9,2016-11-19 14:24:26+00:00,CarloSommaruga,"((0, 149, 'FRENCH', 'fr'),)",Chair ASLOCA Switzerland: I thank the delegates for their trust. A challenge that I take up with determination in the interests of the tenants
1265,Marina Carobbio scelta candidata del PS per vice-presidenza Consiglio nazionale. Viva il Ticino! Viva i socialisti!,10,2016-11-18 15:24:50+00:00,CarloSommaruga,"((0, 115, 'ITALIAN', 'it'),)",Marina Carobbio chosen candidate of the PS for vice-president National Council. Long live the Ticino! Long live the socialists!
1266,"En Suisse, le système de e-voting open source et en main publique, développé par le  canton de Genève s'étend!",5,2016-11-11 17:01:49+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","In Switzerland, the open source e-voting system, developed by the canton of Geneva, is expanding!"
1267,airbnb subit à San Francisco une défaite judiciaire en échouant à faire annuler l'obligation d'annoncer la location,0,2016-11-09 07:41:38+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",airbnb suffers a judicial defeat in San Francisco by failing to have cancel the obligation to announce the rental
1268,"George, qu'avons nous fait pour mériter cela ? USElection2016",6,2016-11-09 07:23:32+00:00,CarloSommaruga,"((0, 62, 'FRENCH', 'fr'),)","George, what have we done to deserve this? USEElection2016"
1269,USElection2016 Premières réactions fort désappointées et préoccupées à la nuit électorale à Berne USElection2016,0,2016-11-09 06:47:02+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",USEelection2016 first reactions very disappointed and concerned at the election night in Bern USEelection2016
1270,USElection2016 L'ambassadrice US en Suisse: Résultat indécis: mais l'important c'est que chacun puisse voter!,1,2016-11-09 06:44:56+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)",USEelection2016 The US ambassador in Switzerland: Undecided result: but the important thing is that everyone can vote!
1271,Erstaunt dass du Frauen und Minderheiten mit Schweizer Franken gleichstellst !,6,2016-11-09 06:00:23+00:00,CarloSommaruga,"((0, 78, 'GERMAN', 'de'),)",Astonished that you equate women and minorities with Swiss francs!
1272,"Renversant, plutôt classe politique traditionnelle républicaine renversée!  Les médias traditionnels aussi !",0,2016-11-09 05:37:06+00:00,CarloSommaruga,"((0, 112, 'FRENCH', 'fr'),)","Reversing, rather traditional Republican political class overturned! Traditional media too!"
1273,avait capté le sentiment d'abandon de la classe moyenne et des classes populaires. Erreur démocrate de l'avoir écarté!,1,2016-11-09 04:52:06+00:00,CarloSommaruga,"((0, 122, 'FRENCH', 'fr'),)",had captured the feeling of abandonment of the middle class and the popular classes. Democratic error of having ruled it out!
1274,USElection2016 Mécontentement des classes populaires et des classes moyennes largement sous-estimé par les démocrates!,0,2016-11-09 04:46:56+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",USEdiscontent of the popular and middle classes largely underestimated by the democrats!
1275,"Alors que les yeux sont rivés sur USA, Erdogan dépose plainte pénale contre tous les élus du CHP, le parti d'opposition social-démocrate !",3,2016-11-09 01:03:49+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","While the eyes are riveted on USA, Erdogan files a criminal complaint against all the elected members of the CHP, the Social Democratic Opposition Party!"
1276,"Dans son esprit, tous ceux qui ne pensent pas comme lui l'insultent ! Mais la vérité historique ressort toujours. Hier comme aujourd'hui !",0,2016-11-08 20:50:57+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)","In his mind, all those who do not think like him insult him! But historical truth always emerges. Yesterday as today!"
1277,CF Didier Burkhalter à Tunis réaffirme soutien au processus démocratique. C'est bien mieux que recevoir MAE turc !,0,2016-11-08 20:38:29+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",CF Didier Burkhalter in Tunis reaffirms its support for the democratic process. It is much better than receiving Turkish MAE!
1278,"Felicitas Huggentobler, directrice au 125ème de l'association des locataires de Zürich  devant la courbe des adhérents",1,2016-11-08 20:04:49+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","Felicitas Huggentobler, director at 125th of the Zürich tenants' association in front of the members' curve"
1279,Une lutte exemplaire des locataires zurichois en 1933: Grève des loyers pour obtenir des réductions de loyer.,2,2016-11-08 19:28:01+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)",An exemplary fight of the Zurich tenants in 1933: Strike rents to get rent reductions.
1280,"125ème ass. des locataires de Zurich. Présentation par N. Scherr de son livre ""Travailler uniquement pour le loyer ?""",0,2016-11-08 19:09:15+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)","125th ass. of the tenants of Zurich. Presentation by N. Scherr of his book ""Working only for rent?"""
1281,Séance de la Comission de politique de sécurité  du Conseil national au WEF avec les hommes en noir: les élus UDC !,1,2016-11-07 10:19:35+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",Session of the Security Policy Comission of the National Council at the WEF with the men in black: the elected UDC!
1282,et avec un méchoui d'agneau en plus ! Monde fou !,1,2016-11-05 13:43:38+00:00,CarloSommaruga,"((0, 50, 'FRENCH', 'fr'),)","And with a lamb's méchoui on top of it, crazy world!"
1283,"Lettre aux représentants de la Turquie en Suisse

Genève, le 4 novembre 2016

Concerne : Libération immédiate de...",3,2016-11-04 23:54:22+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)","Letter to the representatives of Turkey in Switzerland Geneva, November 4, 2016 Concerns: Immediate release of..."
1284,"L'Allemagne, le Danemark et la Suède convoquent le représentant diplomatique turc....la Suisse reçoit le MAE turc ! Cherchez l'erreur !",5,2016-11-04 17:10:40+00:00,CarloSommaruga,"((0, 138, 'FRENCH', 'fr'),)","Germany, Denmark and Sweden summon the Turkish diplomatic representative....Switzerland receives the Turkish EAW! Look for the mistake!"
1285,Les régies en savent trop sur les locataires. Que le préposé cantonal genevois sanctionné les régies qui abusent!,1,2016-11-04 17:00:52+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",The authorities know too much about the tenants. Let the cantonal agent Geneva sanction the authorities who abuse!
1286,RIE3: Ce qui se passe à Lucerne se reproduira partout. Cadeaux fiscaux aux entreprises - Augmentation de la charge fiscale pour les ménages,6,2016-11-04 11:18:54+00:00,CarloSommaruga,"((0, 141, 'FRENCH', 'fr'),)",RIE3: What happens in Lucerne will happen everywhere. Tax gifts to businesses - Increasing the tax burden for households
1287,Turquie: chefs du parti prokurde arrêtés. Demirtas l'avait annoncé en juin lors de visite au parlement suisse !,5,2016-11-04 06:37:34+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)",Turkey: leaders of the pro-Kurdish party arrested. Demirtas announced this in June during a visit to the Swiss parliament!
1288,"Le leader du HDP, Demirtas Selahattin arrêté. D’autres députés nationaux HDP aussi. 
Mobilisation internationale urgente nécessaire !",2,2016-11-04 00:21:30+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)","The leader of the HDP, Demirtas Selahattin arrested. Other national MPs HDP also. Urgent international mobilization needed!"
1289,Après le drame du canal de Sicile une autre voie est possible:couloirshumanitsires.,1,2016-11-03 20:45:59+00:00,CarloSommaruga,"((0, 84, 'FRENCH', 'fr'),)",After the tragedy of the Sicilia Canal another way is possible: humanities corridors.
1290,"Yes, l’initiative populaire «Entreprises responsables – pour protéger l’être humain et l’environnement» a abouti !",2,2016-11-03 13:50:26+00:00,CarloSommaruga,"((0, 126, 'FRENCH', 'fr'),)","Yes, the popular initiative ""Responsible Enterprises – to protect human beings and the environment"" has been successful!"
1291,C'est pas CEDH qui dit ça. C'est un tribunal français qui criminalise BDS.Le boycott de l'Afrique du Sud ne l'a vais jamais été,0,2016-11-02 20:44:12+00:00,CarloSommaruga,"((0, 131, 'FRENCH', 'fr'),)",It's not ECHR that says that. It's a French court that criminalises BDS.The boycott of South Africa has never been.
1292,"Des logements abordables pour lutter contre la pauvreté

Un rapport de l’Office fédéral de la statistique publié...",0,2016-11-01 21:57:44+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",Affordable housing to combat poverty A report by the Federal Statistical Office published in...
1293,Ah bon ? Il assure la protection juridique à tous les marocains à l'étranger ? Même les plus humbles injustement accusés ?,1,2016-11-01 18:02:04+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)","He provides legal protection to all Moroccans abroad, even the humblest unjustly accused?"
1294,Ich denke sie müssen zu ihrer Wurst Produktion  zurückkehren. Da sind sie sicher der Beste ! Sie wissen gar nichts von mir !,0,2016-11-01 17:46:03+00:00,CarloSommaruga,"((0, 126, 'GERMAN', 'de'),)",I think they have to return to their sausage production. There they are certainly the best ! You know nothing about me !
1295,"Seien Sie ernsthaft, keine Pirouetten! Sie klagen mich an, zu beschönigen, Sie müssen Beweise liefern, sonst: Gossenjournalismus!",0,2016-11-01 17:37:23+00:00,CarloSommaruga,"((0, 131, 'GERMAN', 'de'),)","Be serious, not pirouettes! They accuse me of beautifying, you must provide evidence, otherwise: Gossing journalism!"
1296,Geben Sie nur ein Zitat mit genauen Referenzen anstatt  Unterstellungen!,0,2016-11-01 16:49:58+00:00,CarloSommaruga,"((0, 72, 'GERMAN', 'de'),)",Give only one quote with exact references instead of insinuations!
1297,"Wer hat vergessen? Anscheinend Sie! Ich habe nochmals in der APK erinnert, wie die Zivilgesellschaft es seit langem denunziert.",0,2016-11-01 11:49:25+00:00,CarloSommaruga,"((0, 127, 'GERMAN', 'de'),)",Apparently you! I once again remembered in the APK how civil society has denounced it for a long time.
1298,"Wenn man jemand kritisiert, sollte man mind. korrekte Informationen geben.  verwechselt bereits FDP und SVP NR. Total Unglaubwürdig !",1,2016-11-01 10:19:47+00:00,CarloSommaruga,"((0, 134, 'GERMAN', 'de'),)","If you criticize someone, you should give at least correct information. already confuses FDP and SVP NR. Totally unbelievable !"
1299,Vote électronique de haut standard exploitable immédiatement par tous les cantons CHvote.ch,2,2016-10-27 17:46:05+00:00,CarloSommaruga,"((0, 93, 'FRENCH', 'fr'),)",High standard electronic vote immediately exploitable by all the cantons CHvote.ch
1300,"En Turquie, des détenus seraient torturés après le putsch avorté. L'UE et la Suisse doivent-elles tout accepter ?",5,2016-10-25 22:42:11+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","In Turkey, detainees are reportedly tortured after the aborted coup. Do the EU and Switzerland have to accept everything?"
1301,Mise au pas des institutions démocratiques et persécutions des élus kurdes en Turquie se poursuivent sans relâche! Et le monde se tait....,2,2016-10-25 21:42:59+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)",Impossing democratic institutions and persecutions of Kurdish elected officials in Turkey continue unabated! And the world is silent....
1302,"New York durcit la loi sur la location de logements en ligne. Enfin, les intérêts de la population locale défendus!",2,2016-10-21 22:53:34+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","New York is hardening the law on online housing rental. Finally, the interests of the local population defended!"
1303,Voici un exemple parlant du pourquoi l'initiative populaire  de l'ASLOCA a rencontré un tel succès!,2,2016-10-18 19:02:44+00:00,CarloSommaruga,"((0, 101, 'FRENCH', 'fr'),)",Here is an example of why ASLOCA's popular initiative has been so successful!
1304,L'initiative pour des loyers abordables déposée avec six mois d'avance. Les locataires suisses en ordre de bataille!,2,2016-10-18 12:02:38+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",The initiative for affordable rents deposited six months in advance. Swiss tenants in order of battle!
