,tweets,time,language,translated_tweets
878,Bonne nouvelle...Oui aux éoliennes à Sur Grati,2016-06-05 11:17:56+00:00,"((0, 48, 'FRENCH', 'fr'),)",Good news...Yes to the wind turbines in Sur Grati
879,Mais pourquoi Quartz invalide de manière sporadique mon Trigger en mettant un statut sur Error sans rien dire à personne...scramble,2016-05-20 19:30:16+00:00,"((0, 133, 'FRENCH', 'fr'),)",But why Quartz sporadically invalidate my Trigger by putting a status on Error without saying anything to anyone...scramble
880,je ne leur ai jamais reproché l'éducation que j'ai reçue...j'en ai une et j'arrive a vivre avec c'est pas mal...,2016-05-20 18:49:57+00:00,"((0, 115, 'FRENCH', 'fr'),)",I never blamed them for the education I received... I have one and I can live with it a lot...
881,pas pratiquant mais une éducation difficile à cacher ;-),2016-05-20 18:39:45+00:00,"((0, 58, 'FRENCH', 'fr'),)",not practicing but an education difficult to hide ;-)
882,Le problème dans le développement d'infrastructure c'est faire avancer les projets...pas le financement non à vache à lait CHjuin,2016-05-20 18:38:26+00:00,"((0, 133, 'FRENCH', 'fr'),)",The problem in infrastructure development is to advance projects...not non-cow-to-milk financing CHJUNE
883,Les taxes attribuées de manière automatique va nous mener à des bloquages non à vache à lait CHjuin,2016-05-20 18:16:18+00:00,"((0, 104, 'FRENCH', 'fr'),)",Automatically allocated taxes will lead us to non-cow milk blockages CHJUNE
884,Financer les transports publics de manière équilibrée efficace et intelligente n'est pas simple...non à vache à lait... CHjuin,2016-05-20 18:13:54+00:00,"((0, 131, 'FRENCH', 'fr'),)",Financing public transport in an efficient and intelligent balanced way is not simple...no milk cow... CHJUNE
885,c'est un sujet qui doit être abordé hors RBI,2016-05-20 18:00:05+00:00,"((0, 46, 'FRENCH', 'fr'),)",it's a subject that needs to be addressed outside RBI
886,Il ne faut pas limiter la marge de manoeuvre des sevices publics...les usagers paieraient...non à pro service public CHjuin,2016-05-20 17:58:58+00:00,"((0, 124, 'FRENCH', 'fr'),)",It is not necessary to limit the scope of manoeuvre of public services ... users would pay... not to public pro-service CHJun
887,le message est mauvais...c'est ça le point important ..je n'est jamais dit que je soutenais...,2016-05-20 17:56:23+00:00,"((0, 95, 'FRENCH', 'fr'),)",The message is bad... that's the important point... I never said I supported...
888,mais la question est plus intéressante ... et combattre une idée uniquement sur le financement est réducteur...,2016-05-20 17:52:19+00:00,"((0, 114, 'FRENCH', 'fr'),)",but the question is more interesting ... and fighting an idea only on financing is reducing...
889,Mais voulons nous changer le modèle? chjuin,2016-05-20 17:39:42+00:00,"((0, 44, 'FRENCH', 'fr'),)",But do we want to change the model?
890,La bonne question n'est pas le financement...RBI  chjuin,2016-05-20 17:39:16+00:00,"((0, 56, 'FRENCH', 'fr'),)",The right question is not funding... RBI chjun
891,Un revenu sans efforts est-ce le bon message ? chjuin,2016-05-20 17:08:52+00:00,"((0, 53, 'FRENCH', 'fr'),)",Is an income effortless the right message? chjuin
892,Mais quelques % de moins sont toujours bons à prendre...,2016-05-18 17:43:54+00:00,"((0, 57, 'FRENCH', 'fr'),)",But a few percent less are still good to take...
893,faut-il dimensionner le réseau pour les pics? Une bonne question dont la réponse est certainement négative...bouchons,2016-05-18 17:35:25+00:00,"((0, 120, 'FRENCH', 'fr'),)",Do you need to dimension the network for peaks? A good question whose answer is certainly negative...
894,parle rapidement du télétravail...voilà un thème qui est dans les mains de l'économie...,2016-05-18 17:12:53+00:00,"((0, 93, 'FRENCH', 'fr'),)",talk quickly about telework... that's a theme that's in the hands of the economy...
895,OliFrancais parle rapidement du télètravail...voilà un thème qui est dans les mains de l'économie,2016-05-18 17:10:36+00:00,"((0, 102, 'FRENCH', 'fr'),)",OliFrancais quickly talks about telework... that's a theme that's in the hands of the economy
896,Le sac de noeuds genevois ne peut être abordé que par des solutions multiples...bouchons,2016-05-18 16:54:56+00:00,"((0, 90, 'FRENCH', 'fr'),)",The bag of Geneva knots can only be approached by multiple solutions...
897,Mais aussi convaincre de remplir les véhicules...,2016-05-18 16:42:26+00:00,"((0, 50, 'FRENCH', 'fr'),)",But also convince to fill the vehicles...
898,Passer à un taux d'occupation de 1.6 au lieu de 1.2 en heure de pointe permettrait la fin des bouchons.ofrou. Et c'est le chef qui dit...,2016-05-18 16:37:20+00:00,"((0, 138, 'FRENCH', 'fr'),)",Moving to an occupancy rate of 1.6 instead of 1.2 in rush hour would allow the end of the plugs.ofrou. And it is the chief who says...
899,comment en finir avec les bouchons...c'est parti pour une table ronde...,2016-05-18 16:19:56+00:00,"((0, 72, 'FRENCH', 'fr'),)",How to end the traffic jams... it's set for a round table...
900,Les vignerons font des efforts...et pendant temps  rechigne à jouer son rôle pour le patrimoine UNESCO,2016-05-18 12:22:01+00:00,"((0, 104, 'FRENCH', 'fr'),)",Winegrowers make efforts...and for a while they are reluctant to play their part for the UNESCO heritage
901,"C'est gagnant comme stratégie d'écrire des choses étranges et d'annoncer ""oops c'est pas ce qu'on voulait dire!"" ?",2016-05-18 08:01:24+00:00,"((0, 117, 'FRENCH', 'fr'),)","It\'s a winning strategy to write strange things and announce ""ops isn\'t what we meant!""?"
902,"Pour les anti-éoliens un peu de socio-psychologie du paysage (proche ou pas...), étrange argument! PaysageLibreVaud",2016-05-17 05:25:21+00:00,"((0, 117, 'FRENCH', 'fr'),)","For the anti-windians a bit of socio-psychology of the landscape (close or not...), strange argument! LandscapeLibreVaud"
903,le problème n'est pas de savoir si un bon imam peut empêcher une radicalisation mais bien si un immam radicalisé peut y pousser!,2016-04-08 07:16:46+00:00,"((0, 131, 'FRENCH', 'fr'),)","The problem is not whether a good imam can prevent radicalization, but whether a radicalized imam can push it!"
904,Cela nous promet une jolie vague de réfugiés climatiques refugie climate,2016-04-01 03:50:28+00:00,"((0, 74, 'FRENCH', 'fr'),)",This promises us a pretty wave of climate refugees
905,"Économie de partage: le risque de l'entrepreneur est reporté sur l'employé, exemple Uber  AdFpv. Il faut en être conscient!",2016-03-24 08:14:30+00:00,"((0, 127, 'FRENCH', 'fr'),)","Sharing economy: the contractor's risk is carried over to the employee, like Uber AdFpv. You have to be aware of it!"
906,"sortonsdunucleaire, des cantons qui déposent plainte...faites comme je dis...",2016-03-11 14:52:06+00:00,"((0, 78, 'FRENCH', 'fr'),)","I'm going to go out of my room, cantons that file complaints... done as I say..."
907,sortonsdunucleaire j'ai bien peur que les ingénieurs manquent de chewing gum pour boucher les trous de beznau...,2016-03-10 18:50:00+00:00,"((0, 113, 'FRENCH', 'fr'),)",I'm afraid the engineers lack chewing gum to close the beznau holes...
908,"moi comme petit, je dénonce tout bloc trop fort...(la vie est dure :-))",2016-03-04 08:41:14+00:00,"((0, 72, 'FRENCH', 'fr'),)","me as a little, I denounce any block too strong...(life is hard :-))"
909,moi j'abonde dans son sens...mais un changement péjorerait d'autre forces...ce qui ne serait pas pour me déplaire!,2016-03-04 08:37:17+00:00,"((0, 116, 'FRENCH', 'fr'),)",I anoint in his sense... but a change would pejore with other forces... which would not be to displease me!
910,"Histoire de compliquer...ecvd2016 ...vevey
Pierre Chiffelle candidat à la Municipalité de Vevey",2016-02-29 17:56:26+00:00,"((0, 97, 'FRENCH', 'fr'),)",History of complicating...ecvd2016 ...vevevey Pierre Chiffelle candidate for the Municipality of Vevey
911,les donateurs sont des personnes physiques ou morales qui ne posent aucune condition et qui sont sans influence sur nos élus,2016-02-09 16:31:53+00:00,"((0, 125, 'FRENCH', 'fr'),)",donors are natural or legal persons who do not impose any conditions and who do not influence our elected representatives
912,on m'a toujours dit que c'était les montants dépensés qui faisaient une élection...moins de 60'000 c'est raisonnable!,2016-02-09 16:25:48+00:00,"((0, 121, 'FRENCH', 'fr'),)","I've always been told that it's the money spent that makes an election... less than 60,000 is reasonable!"
913,L'adaptation du cadre légal pour limiter les abus suffit!,2016-02-08 11:06:01+00:00,"((0, 58, 'FRENCH', 'fr'),)",Adapting the legal framework to limit abuse is enough!
914,bepog ou comment relancer l'attractivité des métiers techniques...,2016-02-04 10:23:56+00:00,"((0, 68, 'FRENCH', 'fr'),)",bepog or how to boost the attractiveness of technical trades...
915,"Tihange , Doel , Beznau, c'est quoi ce jeux? La roulette russe?",2016-01-29 06:18:13+00:00,"((0, 63, 'FRENCH', 'fr'),)","Tihange, Doel, Beznau, what is this game? Russian roulette?"
916,Tourner en rond sur deux roues...cardio à fond...le pied! UCI Aigle,2016-01-28 17:30:09+00:00,"((0, 68, 'FRENCH', 'fr'),)",Turn round on two wheels...cardio full...the foot! UCI Eagle
917,La CEATE-N a peur des plaintes des exploitants...c'est clair que si elles explosent il n'y aura plus personne pour se plaindre! nucleaire,2016-01-28 06:19:51+00:00,"((0, 137, 'FRENCH', 'fr'),)",CEATE-N is afraid of the complaints of the operators... it is clear that if they explode there will be no one to complain! nuclear
918,"GCVD Paquet logement, pourquoi n'est-il pas possible de trouver un compromis?",2016-01-12 16:05:26+00:00,"((0, 77, 'FRENCH', 'fr'),)","GCVD Housing package, why is it not possible to find a compromise?"
919,cela fait que vous rencontrez 14 véhicules par kilomètres...cela reste bien faible...compter une fois...,2016-01-09 09:50:55+00:00,"((0, 106, 'FRENCH', 'fr'),)",That makes you meet 14 vehicles per kilometre... that's still very weak... count once...
920,oups correction...Les croisements par heures...,2016-01-09 09:50:36+00:00,"((0, 47, 'FRENCH', 'fr'),)",oops correction...The intersections per hour...
921,cela fait mois de 10 croisements par traversée du tunnel...un croisement par 1.5km!,2016-01-09 09:46:56+00:00,"((0, 84, 'FRENCH', 'fr'),)",This is a month of 10 crossings per crossing of the tunnel...a crossing by 1.5km!
922,FEP parler au nom d'une conseillère nationale après une brochette d'élus nationaux...ça c'est fait!,2015-11-17 13:06:49+00:00,"((0, 103, 'FRENCH', 'fr'),)",FEP speak on behalf of a national councillor after a skewer of national elected officials... that's done!
923,La droite veut mettre un frein aux charges du social  via,2015-11-16 15:29:34+00:00,"((0, 57, 'FRENCH', 'fr'),)",The right wants to put a brake on social charges via
924,Après 3 jours de conf...a moins d'une heure de la maison...DevSummit,2015-11-12 20:15:01+00:00,"((0, 69, 'FRENCH', 'fr'),)",After 3 days of conf...a less than an hour from home...DevSummit
925,Les vertliberaux doivent être la conscience écologique des partis d'obédience libérale...,2015-11-07 14:34:30+00:00,"((0, 93, 'FRENCH', 'fr'),)",Vertliberals must be the ecological conscience of the liberal parties of obedience...
926,Je n'ai jamais dit que le 2ème tour vaudois n'était pas justifié!,2015-10-23 06:41:57+00:00,"((0, 68, 'FRENCH', 'fr'),)",I never said that the second round was not justified!
927,Il faut lire mon tweet comme il faut!  fait référence aux agissements historiques de Ted Robert!,2015-10-23 06:41:40+00:00,"((0, 98, 'FRENCH', 'fr'),)",You have to read my tweet properly! refers to Ted Robert's historical actions!
928,C'est une référence historique...pas la situation actuelle vaudoise!,2015-10-23 06:32:06+00:00,"((0, 70, 'FRENCH', 'fr'),)",It's a historical reference...not the current situation in Vaud!
929,"Ce soir, mot d'ordre pour le 2eme tour du CdE des vertliberaux...EF2015",2015-10-20 15:47:13+00:00,"((0, 71, 'FRENCH', 'fr'),)","Tonight, watchword for the 2nd round of the CDE des vertliberaux...EF2015"
930,Beznau un véritable emmental...et il y en a qui croient qu'il faut la redémarrer...ça ne me fait plus rire stopbeznau EF2015,2015-10-14 15:16:25+00:00,"((0, 127, 'FRENCH', 'fr'),)",Beznau a real emmental...and there are some who believe that it needs to be restarted... it doesn't make me laugh stopbeznau EF2015
931,Il est toujours temps d'aller voter EF2015. Et rappelez-vous que l'avenir de la Suisse passe par la TransitionEnergetique!,2015-10-13 09:59:41+00:00,"((0, 122, 'FRENCH', 'fr'),)",It's always time to vote EF2015. And remember that Switzerland's future goes through the Energy Transition!
932,oui...mais ce n'est pas une raison suffisante...,2015-09-29 14:56:57+00:00,"((0, 48, 'FRENCH', 'fr'),)",Yes... but that's not enough reason...
933,nous...on a pas les moyens!,2015-09-28 14:20:10+00:00,"((0, 27, 'FRENCH', 'fr'),)",We... we can't afford it!
934,Rdv sur  à 1930 pour le dernier débat vaudois des fédérales EF2015,2015-09-23 13:43:21+00:00,"((0, 70, 'FRENCH', 'fr'),)",Rdv on 1930 for the last Vaud debate of the federals EF2015
935,Et dire que certains croient qu'elle ne s'occupe que d'animaux... EF2015,2015-09-21 16:36:57+00:00,"((0, 72, 'FRENCH', 'fr'),)",And to say that some people believe that she only cares for animals... EF2015
936,"Le Gothard n'est statistiquement pas un point noir et il existe d'autres priorités... 2tunnelNON, EF2015.",2015-09-18 14:44:47+00:00,"((0, 106, 'FRENCH', 'fr'),)","The Gotthard is statistically not a black spot and there are other priorities... 2tunnelNON, EF2015."
937,Un grand merci au PLRVD d'avoir cassé mes attachés en faisant du n'importe quoi...EF2015,2015-09-17 15:58:23+00:00,"((0, 90, 'FRENCH', 'fr'),)",A big thank you to the PLRVD for breaking my attachés by doing anything...EF2015
938,Distribuer des Flyer devant la gare de Vevey...ça c'est fait EF2015,2015-09-15 05:41:36+00:00,"((0, 68, 'FRENCH', 'fr'),)",Distribute Flyers in front of Vevey station...it's done EF2015
939,"Panneaux récupérés d'il y a 4 ans avec nouvelles affiches, posés EF2015 vertliberaux",2015-09-13 14:22:35+00:00,"((0, 88, 'FRENCH', 'fr'),)","Panels recovered from 4 years ago with new posters, installed EF2015 vertliberaux"
940,Il faudra travailler le côté percutant du message...et les bilaterales + l'immigration c'est coton EF2015,2015-09-09 20:16:59+00:00,"((0, 107, 'FRENCH', 'fr'),)",We'll have to work on the powerful side of the message... and the bilaterals + immigration is cotton EF2015
