Unnamed: 0,tweets,time,language,translated_tweets
1650,Jetzt wird die cvp sogar noch unpolitisch,2020-09-20 12:24:49+00:00,"((0, 41, 'GERMAN', 'de'),)",[{'translation_text': 'Now the cvp will be even more unpolitical'}]
1651,"Nein, bei mir kommen alle zu Wort!",2020-09-16 14:37:06+00:00,"((0, 34, 'GERMAN', 'de'),)","[{'translation_text': 'No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.'}]"
1652,Die der Economiesuisse angeschlossenen Firmen halten sich bis zur Abstimmung über die Begrenzungsinitiative mit Entlassungen zurück - nach dem 27. September wird es Massenentlassungen geben! Darum: Ja zur BGI,2020-09-16 10:53:31+00:00,"((0, 210, 'GERMAN', 'de'),)",[{'translation_text': 'The companies affiliated to the Economiesuisse hold back until the vote on the limitation initiative with redundancies - after September 27 there will be mass redundancies! Therefore: Yes to the BGI'}]
1653,"Typisch SRF „Club“ zum Thema Moria: Äusserst ausgewogen - alles Gutmenschen, kein einziger Kritiker, geschweige jemand von der SVP ...

TV-Programm -  - Sendung «Club» - 15.9.2020 22:25 Uhr -",2020-09-15 20:49:52+00:00,"((0, 198, 'GERMAN', 'de'),)","[{'translation_text': 'Typically SRF ""Club"" on the topic of Moria: Extremely balanced - all good people, not a single critic, let alone someone from the SVP ... TV-Programm - - Show «Club» - 15.9.2020 22:25 -'}]"
1654,"Hach, die gute Frau Oberli ...",2020-09-15 14:53:42+00:00,"((0, 30, 'Unknown', 'un'),)",NA
1655,Danke für den Hinweis,2020-09-11 18:08:43+00:00,"((0, 22, 'GERMAN', 'de'),)",[{'translation_text': 'Thanks for the hint'}]
1656,Und wenig später wieder gefüllt ...,2020-09-11 17:22:56+00:00,"((0, 37, 'GERMAN', 'de'),)",[{'translation_text': 'And a little later again filled ...'}]
1657,Die Bevölkerung Afrikas wächst alle 12 Tage um eine Million Menschen - wir müssen das Problem vor Ort lösen!,2020-09-10 08:08:28+00:00,"((0, 112, 'GERMAN', 'de'),)",[{'translation_text': 'The population of Africa is growing by one million people every 12 days - we have to solve the problem on the ground!'}]
1658,Ach Frau Oberli ....,2020-09-09 10:59:22+00:00,"((0, 20, 'Unknown', 'un'),)",NA
1659,"Leider, lieber Herr Weibel - leider ist die Geschichte wahr!",2020-09-09 10:50:35+00:00,"((0, 60, 'GERMAN', 'de'),)","[{'translation_text': 'Unfortunately, dear Mr. Weibel - unfortunately the story is true!'}]"
1660,"Leider, liebe Perlen - leider ist die Geschichte wahr!",2020-09-09 10:49:52+00:00,"((0, 54, 'GERMAN', 'de'),)","[{'translation_text': 'Unfortunately, dear pearls - unfortunately the story is true!'}]"
1661,"Leider, liebe Frau Oberli - leider ist die Geschichte wahr!",2020-09-09 10:49:07+00:00,"((0, 59, 'GERMAN', 'de'),)","[{'translation_text': 'Unfortunately, Mrs Oberli - unfortunately the story is true!'}]"
1662,Wieso nur ist diese Frau Oberli immer so gehässig?,2020-09-07 16:54:51+00:00,"((0, 51, 'GERMAN', 'de'),)",[{'translation_text': 'Why is this woman Oberli always so hateful?'}]
1663,"Ich frage mich, was die Sozialisten morgens einwerfen, dass sie tagsüber auf solch abstruse Ideen kommen ...",2020-09-07 10:03:39+00:00,"((0, 109, 'GERMAN', 'de'),)","[{'translation_text': 'I wonder what the socialists say in the morning, that they come up with such abstruse ideas during the day ...'}]"
1664,"Ich frage mich, was die Sozialisten morgens einwerfen, dass sie tagsüber auf solch abstruse Ideen kommen ...",2020-09-07 10:02:59+00:00,"((0, 109, 'GERMAN', 'de'),)","[{'translation_text': 'I wonder what the socialists say in the morning, that they come up with such abstruse ideas during the day ...'}]"
1665,Ich habe die Zahl verifiziert ... aber natürlich wären 9‘478 viiiiiiiiel besser,2020-09-02 07:42:01+00:00,"((0, 83, 'GERMAN', 'de'),)","[{'translation_text': ""I have verified the number ... but of course 9'478 viiiiiiiel would be better""}]"
1666,... da schweigt des Sängers Höflichkeit!,2020-08-31 15:20:55+00:00,"((0, 42, 'GERMAN', 'de'),)","[{'translation_text': ""... the singer's courtesy is silent!""}]"
1668,Die beste Nachricht des Jahres!,2020-08-26 04:51:53+00:00,"((0, 31, 'GERMAN', 'de'),)",[{'translation_text': 'Best news of the year!'}]
1669,Nur nebenbei bemerkt: Es hat keine LAP stattgefunden!,2020-08-25 09:45:31+00:00,"((0, 53, 'GERMAN', 'de'),)",[{'translation_text': 'Just by the way: No LAP has taken place!'}]
1670,Selbstverständlich hat die Gastrobranche einen Mindestlohn im GAV verankert!,2020-08-24 14:37:05+00:00,"((0, 77, 'GERMAN', 'de'),)","[{'translation_text': 'Of course, the gastro industry has anchored a minimum wage in the GAV!'}]"
1671,Wie kommen Sie zu dieser Behauptung? Fakten bitte!,2020-08-24 05:33:45+00:00,"((0, 50, 'GERMAN', 'de'),)","[{'translation_text': 'How did you come up with this claim? Facts, please!'}]"
1672,Genau darum habe ich doch im direkten Vergleich die Zahlen vom 31.12.2019 verwendet!,2020-08-24 05:24:56+00:00,"((0, 84, 'GERMAN', 'de'),)","[{'translation_text': ""That's exactly why I used the figures from 31.12.2019 in direct comparison!""}]"
1673,Es fand keine LAP statt !,2020-08-23 22:09:17+00:00,"((0, 25, 'Unknown', 'un'),)",NA
1674,"Fakten zur Begrenzungsinitiative:

Arbeitslose im Bereich Gastronomie per 31.12.2019: 10'477*

Zugewanderte Ausländer im Bereich Gastronomie im 2019: 6'542

Eine Begrenzung ist zwingend notwendig - JA zur BGI!

*aktuell sind per Ende Juni 15'833 im Bereich Gastronomie arbeitslos!",2020-08-23 13:51:05+00:00,"((0, 281, 'GERMAN', 'de'),)","[{'translation_text': ""Facts about the limitation initiative: Unemployed in the area of gastronomy as per 31.12.2019: 10'477* Immigrants in the area of gastronomy in 2019: 6'542 A limitation is absolutely necessary - YES to the BGI! *currently unemployed as at the end of June 15'833 in the area of gastronomy!""}]"
1675,Frau Oberli wie sie leibt und lebt ...,2020-08-18 10:04:11+00:00,"((0, 38, 'GERMAN', 'de'),)",[{'translation_text': 'Ms. Oberli as she lives and breathes ...'}]
1678,"Wenn man sich auf das Niveau der linken Twitterer runterlässt, wird es gefährlich - denn auf dem Terrain sind diese unschlagbar!",2020-08-14 13:55:13+00:00,"((0, 130, 'GERMAN', 'de'),)","[{'translation_text': 'If you let yourself down to the level of the left twitterers, it becomes dangerous - because on the terrain these are unbeatable!'}]"
1680,Glarner über Integrations-Forderung: «Dieser Professor soll Regale auffüllen gehen» - 20 Minuten,2020-08-10 19:08:30+00:00,"((0, 100, 'GERMAN', 'de'),)","[{'translation_text': 'Glarner about integration demand: ""This professor should go to fill shelves"" - 20 minutes'}]"
1681,"Schweizer, erwachet! Ja zur BGI!",2020-08-09 10:05:30+00:00,"((0, 32, 'GERMAN', 'de'),)","[{'translation_text': 'Swiss, wake up! Yes to the BGI!'}]"
1682,"Schweizer, erwachet!",2020-08-09 07:30:11+00:00,"((0, 20, 'Unknown', 'un'),)",NA
1684,"Man stelle sich vor, das Pannen-BAG unterstünde einem SVP-Bundesrat ...",2020-08-04 06:01:46+00:00,"((0, 72, 'GERMAN', 'de'),)",[{'translation_text': 'Imagine that the Pannen-BAG would be subject to an SVP Federal Council ...'}]
1688,"Wer solche Zustände duldet, wird im Chaos enden - siehe Hamburg, Stuttgart, Dijon ...",2020-07-11 15:35:17+00:00,"((0, 86, 'GERMAN', 'de'),)","[{'translation_text': 'Anyone who tolerates such conditions will end in chaos - see Hamburg, Stuttgart, Dijon ...'}]"
1689,Genau - und „Autobahn“ ist auch ein Begriff aus der Nazizeit ...,2020-07-09 19:46:24+00:00,"((0, 68, 'GERMAN', 'de'),)","[{'translation_text': 'Exactly - and ""Autobahn"" is also a term from the Nazi era ...'}]"
1690,"Schweizer, erwachet !",2020-07-09 13:28:34+00:00,"((0, 21, 'Unknown', 'un'),)",NA
1694,"Würde ich sofort unterzeichnen - nur geht es den meisten Antifas ja nicht um die Faschisten, sondern um Randale, Plünderung, Brandschatzung ....",2020-06-06 06:54:18+00:00,"((0, 146, 'GERMAN', 'de'),)","[{'translation_text': 'If I were to sign immediately - only most antifas is not about the fascists, but about randals, looting, arsonism ....'}]"
1695,Die Parlamentsdienste schalten den Text später auf - es liegt also nicht an mir!,2020-06-06 06:52:46+00:00,"((0, 81, 'GERMAN', 'de'),)","[{'translation_text': ""Parliament's services will turn the text on later, so it's not up to me!""}]"
1696,Welchen KMU habe ich an die Wand gefahren?,2020-05-23 06:18:51+00:00,"((0, 42, 'GERMAN', 'de'),)",[{'translation_text': 'Which SME did I drive to the wall?'}]
1697,"Also Sorgen müsste ich mir wohl erst machen, wenn Linksabweichler wie Sie mich loben oder empfehlen würden ...",2020-05-18 07:38:51+00:00,"((0, 112, 'GERMAN', 'de'),)",[{'translation_text': 'So I would probably not have to worry until leftists like you would praise me or recommend me ...'}]
1698,Der guten Ordnung halber wird auch dieser Beitrag verdankt ...,2020-05-16 15:03:50+00:00,"((0, 62, 'GERMAN', 'de'),)","[{'translation_text': 'For the sake of good order, this contribution is also due to ...'}]"
1699,... und zu allem Elend sogar noch wahr !,2020-05-15 17:39:36+00:00,"((0, 40, 'Unknown', 'un'),)",NA
1700,"Das haben wir doch schon als Kind gemacht: Ich nicht, der Andere auch ...",2020-05-15 16:46:41+00:00,"((0, 73, 'GERMAN', 'de'),)","[{'translation_text': ""That's what we did when we were a kid: I didn't, the other one...""}]"
1701,"Ja, die Wahrheit ist manchmal schmerzhaft",2020-05-15 16:45:33+00:00,"((0, 41, 'GERMAN', 'de'),)","[{'translation_text': 'Yes, the truth is sometimes painful'}]"
1703,Vorfahrt für Arbeit!,2020-05-14 14:50:59+00:00,"((0, 21, 'Unknown', 'un'),)",NA
1704,"Nein, Sie scheinen den Unterschied zwischen „gelöscht worden“ (also zB durch Twitter) und „selbst gelöscht“ (also durch mich) nicht zu begreifen ...",2020-05-11 19:52:47+00:00,"((0, 158, 'GERMAN', 'de'),)","[{'translation_text': 'No, you seem to not understand the difference between ""deleted"" (i.e. by Twitter) and ""even deleted"" (i.e. by me) ...'}]"
1705,Frau Oberli - bei Frauen wie Ihnen schweigt des Sängers Höflichkeit ...,2020-05-11 19:44:59+00:00,"((0, 73, 'GERMAN', 'de'),)","[{'translation_text': ""Mrs. Oberli - with women like you silently the singer's courtesy ...""}]"
1706,"Sobald es konkret wird, kommen die Linken ins Schleudern 🧐",2020-05-10 16:40:57+00:00,"((0, 61, 'GERMAN', 'de'),)","[{'translation_text': 'As soon as it becomes concrete, the left comes to the slingshot'}]"
1707,Bitte konkret !,2020-05-10 16:05:05+00:00,"((0, 15, 'Unknown', 'un'),)",NA
1708,Was stimmt daran nicht?,2020-05-10 15:40:01+00:00,"((0, 23, 'Unknown', 'un'),)",NA
1709,Tut die Wahrheit so weh?,2020-05-10 14:49:32+00:00,"((0, 24, 'GERMAN', 'de'),)",[{'translation_text': 'Does the truth hurt so much?'}]
1710,Mein Account wurde nie gelöscht! Aber recherchieren war noch nie Ihre Stärke ...,2020-05-10 13:16:31+00:00,"((0, 82, 'GERMAN', 'de'),)",[{'translation_text': 'My account has never been deleted! But researching has never been your strength ...'}]
1711,"War ja zu erwarten, dass sich der bei der Swisscom abgesetzte Kolumnist meldet ...",2020-05-10 13:11:22+00:00,"((0, 82, 'GERMAN', 'de'),)",[{'translation_text': 'It was to be expected that the columnist at Swisscom would report ...'}]
1712,"Im 1. Quartal 2020 sind 35'195 Personen in die Schweiz eingewandert. Die Zuwanderung nahm gegenüber der Vorjahresperiode um 9% zu, während die Auswanderung um 8,8%  zurückging. Ende März 2020 lebten 2'125'410 Ausländerinnen und Ausländer in der Schweiz. 

Schweizer, erwachet!",2020-05-10 12:52:19+00:00,"((0, 282, 'GERMAN', 'de'),)","[{'translation_text': ""In the first quarter of 2020, 35,195 people immigrated to Switzerland. Immigration increased by 9% compared to the previous year's period, while emigration decreased by 8.8%. At the end of March 2020, 2,125,410 foreigners lived in Switzerland. Swiss, Awake!""}]"
1713,Ich darf nicht aus der Kommission plaudern - aber ich habe keine Mühe mit der App!,2020-05-09 12:21:14+00:00,"((0, 83, 'GERMAN', 'de'),)",[{'translation_text': 'I am not allowed to chat from the Commission - but I have no trouble with the app!'}]
1714,Wenn Sozialistinnen regieren ....,2020-05-03 12:28:04+00:00,"((0, 33, 'Unknown', 'un'),)",NA
1717,"Wenn sich die illegalen Besetzer korrekt verhalten, gibt es keine Konfrontation ...",2020-04-27 06:22:24+00:00,"((0, 83, 'GERMAN', 'de'),)","[{'translation_text': 'If the illegal occupiers behave correctly, there is no confrontation ...'}]"
1718,Seltsam: Nebst Ueli Maurer und Guy Parmelin sitzen mit Karin Keller-Suter und Ignazio Cassis 2 weitere Bürgerliche im Bundesrat - wer von den beiden hilft permanent den Linken? stopplockdown,2020-04-19 13:30:26+00:00,"((0, 191, 'GERMAN', 'de'),)",[{'translation_text': 'Strange: Besides Ueli Maurer and Guy Parmelin sit with Karin Keller-Suter and Ignazio Cassis 2 other citizens in the Federal Council - who of the two permanently helps the left? stoplockdown'}]
1719,"Jetzt, wo es doch um die Rettung der Wirtschaft geht, fragt man sich: Gibt es eigentlich  noch - oder melden die sich nur, wenn es gegen die SVP geht?",2020-04-19 13:10:11+00:00,"((0, 150, 'GERMAN', 'de'),)","[{'translation_text': 'Now, when it comes to saving the economy, you ask yourself: Are there still - or do they only report if it is against the SVP?'}]"
1720,"In der grössten Krise seit dem 2. Weltkrieg beschliesst der Aargauer Regierungsrat sämtliche kantonale Asylunterkünfte mit WLAN auszustatten ...

Einmalkosten: 198'000.-- und dann jährlich wiederkehrend 117'800.--",2020-04-17 17:27:46+00:00,"((0, 217, 'GERMAN', 'de'),)","[{'translation_text': ""In the biggest crisis since World War II, the Aargau government council decides to equip all cantonal asylum accommodations with WLAN ... One-time costs: 198'000.-- and then annually returning 117'800.--""}]"
1722,Einfach unterbeschäftigte Beamte - jetzt ist die Chance für Deregulierung!,2020-04-11 18:55:12+00:00,"((0, 76, 'GERMAN', 'de'),)",[{'translation_text': 'Simply underemployed officials - now is the chance for deregulation!'}]
1723,"Es geht doch nicht um ein Gegeneinander, sondern um ein Miteinander. Aber wenn wir so weitermachen, wird es mehr Tote infolge Existenz- und Jobverlust als durch dieses Virus geben! Zudem: Ohne florierende Wirtschaft können wir all die Notmassnahmen auch nicht bezahlen!",2020-04-08 08:50:26+00:00,"((0, 270, 'GERMAN', 'de'),)","[{'translation_text': ""It's not about opposing each other, it's about getting together. But if we continue like this, there will be more deaths as a result of loss of existence and jobs than this virus! Moreover, without a thriving economy, we cannot pay for all the emergency measures!""}]"
1724,Die Klassenkämpfer und Sozialisten wittern Morgenluft - üble Krisengewinnler auf Kosten der Schweiz!,2020-04-07 15:26:09+00:00,"((0, 102, 'GERMAN', 'de'),)",[{'translation_text': 'The class fighters and socialists smell morning air - bad crisis winners at the expense of Switzerland!'}]
1725,Die Klassenkämpfer und Sozialisten wittern Morgenluft - üble Krisengewinnler auf Kosten der Schweiz!,2020-04-07 15:24:38+00:00,"((0, 102, 'GERMAN', 'de'),)",[{'translation_text': 'The class fighters and socialists smell morning air - bad crisis winners at the expense of Switzerland!'}]
1726,Jetzt plötzlich? Verdammte Heuchler! stoppunia uniaschweiz,2020-04-04 14:43:23+00:00,"((0, 59, 'GERMAN', 'de'),)",[{'translation_text': 'Now suddenly? Damn hypocrites! Stoppunia uniaschweiz'}]
1727,Aus der heutigen NZZ: Man lese und staune ... stoppunia,2020-04-04 12:38:46+00:00,"((0, 55, 'GERMAN', 'de'),)","[{'translation_text': ""From today's NZZ: One reads and marvels ... stoppunia""}]"
1728,Sagt ich‘s doch !,2020-04-04 09:16:33+00:00,"((0, 19, 'Unknown', 'un'),)",NA
1729,... ich erspare mir jetzt jeden Kommentar zu Ihrer politischen Haltung ...,2020-03-30 19:42:58+00:00,"((0, 74, 'GERMAN', 'de'),)",[{'translation_text': '... I now spare myself every comment on your political stance ...'}]
1730,Und wozu? Um einstimmig die Massnahmen abzunicken? Tolle Leistung!,2020-03-30 19:27:28+00:00,"((0, 66, 'GERMAN', 'de'),)",[{'translation_text': 'And what for? To unanimously nod the measures? Great performance!'}]
